p,t,u,v,speed,rh,time,h,report_id
-48.5,274.15,-26.646489424521825,-0.4325521342525019,26.65,0,19S7-21-47 12:00:00+00,29.758,19S72147
-48.5,274.15,-26.89731193464137,-0.38027712342308245,26.9,0,19S7-21-47 12:00:00+00,29.765700000000002,19S72147
-48.6,274.15,-28.180210769087907,0.7428465587064415,28.19,0,19S7-21-47 12:00:00+00,29.9221,19S72147
-48.6,274.15,-27.882258578780036,0.6570818412093817,27.89,0,19S7-21-47 12:00:00+00,29.937700000000003,19S72147
-48.6,274.15,-27.705258010274033,0.5126193364930394,27.71,0,19S7-21-47 12:00:00+00,29.953200000000002,19S72147
-48.3,274.15,-27.393015493740997,2.1847430420224927,27.48,0,19S7-21-47 12:00:00+00,30.1398,19S72147
-48.1,274.15,-27.25474335246438,2.5091561910926727,27.37,0,19S7-21-47 12:00:00+00,30.2568,19S72147
-47.7,274.15,-28.012343119112927,2.8799710028204393,28.16,0,19S7-21-47 12:00:00+00,30.3785,19S72147
-46.6,274.15,-30.662845042647458,3.482748037195645,30.86,0,19S7-21-47 12:00:00+00,30.652900000000002,19S72147
-44.0,274.15,-33.489987247954076,0.02922553461522129,33.49,0,19S7-21-47 12:00:00+00,30.9011,19S72147
-45.8,274.15,-32.060173372647476,5.014756555984131,32.45,0,19S7-21-47 12:00:00+00,30.964000000000002,19S72147
-43.9,274.15,-33.68994868720866,-0.05880011264711243,33.69,0,19S7-21-47 12:00:00+00,30.9749,19S72147
-43.8,274.15,-33.8899256709398,-0.07097899812862979,33.89,0,19S7-21-47 12:00:00+00,31.0473,19S72147
-45.8,274.15,-32.28788713285837,6.2118229607579,32.88,0,19S7-21-47 12:00:00+00,31.224,19S72147
-45.7,274.15,-32.780893894137634,6.134777542934217,33.35,0,19S7-21-47 12:00:00+00,31.3348,19S72147
-45.7,274.15,-33.14081855282179,5.831693206003142,33.65,0,19S7-21-47 12:00:00+00,31.348599999999998,19S72147
-45.8,274.15,-33.18994052277134,6.445459494473718,33.81,0,19S7-21-47 12:00:00+00,31.4458,19S72147
-45.8,274.15,-33.50368426956976,5.961882283724145,34.03,0,19S7-21-47 12:00:00+00,31.511,19S72147
-45.7,274.15,-34.92482380363691,5.7191592288479445,35.39,0,19S7-21-47 12:00:00+00,31.5805,19S72147
-45.6,274.15,-35.13530729029579,5.414118729441304,35.55,0,19S7-21-47 12:00:00+00,31.6247,19S72147
-45.5,274.15,-35.43827613174265,5.92397542283555,35.93,0,19S7-21-47 12:00:00+00,31.631,19S72147
-45.5,274.15,-35.648860146874355,6.3500291517908485,36.21,0,19S7-21-47 12:00:00+00,31.6436,19S72147
-45.6,274.15,-36.025925464401325,5.609304273561921,36.46,0,19S7-21-47 12:00:00+00,31.7075,19S72147
-45.6,274.15,-36.6281406129929,5.232524747654818,37.0,0,19S7-21-47 12:00:00+00,31.7396,19S72147
-40.5,274.15,-35.59996877113706,-0.8451766052527204,35.61,0,19S7-21-47 12:00:00+00,31.758599999999998,19S72147
-45.3,274.15,-37.2628737484622,4.6347319238728675,37.55,0,19S7-21-47 12:00:00+00,31.8243,19S72147
-44.6,274.15,-37.30648997009789,4.441925946139298,37.57,0,19S7-21-47 12:00:00+00,31.928900000000002,19S72147
-44.2,274.15,-36.949074091723624,4.046581738247525,37.17,0,19S7-21-47 12:00:00+00,32.0137,19S72147
-44.2,274.15,-36.86895048482808,3.855566125395195,37.07,0,19S7-21-47 12:00:00+00,32.0271,19S72147
-44.1,274.15,-36.917259704022435,3.4702069024427264,37.08,0,19S7-21-47 12:00:00+00,32.0337,19S72147
-43.6,274.15,-37.00764359144299,4.498079124329467,37.28,0,19S7-21-47 12:00:00+00,32.141200000000005,19S72147
-43.2,274.15,-37.54279204962873,3.7538866682857703,37.73,0,19S7-21-47 12:00:00+00,32.3633,19S72147
-43.1,274.15,-37.97855992710395,3.1624493455822558,38.11,0,19S7-21-47 12:00:00+00,32.3976,19S72147
-42.8,274.15,-37.995392506273994,2.037804773322928,38.05,0,19S7-21-47 12:00:00+00,32.4525,19S72147
-42.6,274.15,-38.468615496746764,1.2828568756703314,38.49,0,19S7-21-47 12:00:00+00,32.473,19S72147
-40.4,274.15,-35.75366485759947,-4.0293733074085685,35.98,0,19S7-21-47 12:00:00+00,32.5893,19S72147
-41.6,274.15,-39.03916090001292,-0.9200088167524736,39.05,0,19S7-21-47 12:00:00+00,32.6577,19S72147
-40.3,274.15,-35.68525610672943,-3.920777550069583,35.9,0,19S7-21-47 12:00:00+00,32.6777,19S72147
-41.4,274.15,-39.00662882054625,-1.02142452297321,39.02,0,19S7-21-47 12:00:00+00,32.685,19S72147
-40.3,274.15,-35.784881649424,-4.020241950022046,36.01,0,19S7-21-47 12:00:00+00,32.823699999999995,19S72147
-41.3,274.15,-38.48646374912669,-2.212376117923121,38.55,0,19S7-21-47 12:00:00+00,32.8287,19S72147
-40.3,274.15,-35.77983969179185,-4.152525933654922,36.02,0,19S7-21-47 12:00:00+00,32.8391,19S72147
-40.3,274.15,-35.78498517057378,-4.279770594531231,36.04,0,19S7-21-47 12:00:00+00,32.85380000000001,19S72147
-41.1,274.15,-37.72426146309258,-1.8582241695306627,37.77,0,19S7-21-47 12:00:00+00,32.8996,19S72147
-40.3,274.15,-35.71919443282213,-4.2402887956186355,35.97,440,19S7-21-47 12:00:00+00,32.9581,19S72147
-40.7,274.15,-36.74845657716623,-2.5954843856452583,36.84,0,19S7-21-47 12:00:00+00,32.982,19S72147
