time,v150,v200,fried,eps,year,month,hour
2018-01-17 12:00:00+00,13.094172300556133,12.59950786125444,0.09345844254493892,1.054939926976475,2018,1,12
2018-01-19 12:00:00+00,3.8199999999999994,3.8199999999999994,0.07649929430096276,1.2888098309222196,2018,1,12
2018-01-20 12:00:00+00,15.644132344477889,3.0363069034871315,0.10905611630273698,0.904057891443715,2018,1,12
2018-01-21 12:00:00+00,18.358063492676308,4.304254617202465,0.08536943222775945,1.1548986561214776,2018,1,12
2018-01-22 12:00:00+00,11.165065090853792,1.9058575664748345,0.09160653621752055,1.0762664611571262,2018,1,12
2018-01-23 12:00:00+00,17.232615320658354,6.455848107909262,0.10670966602513034,0.9239373172667799,2018,1,12
2018-01-24 12:00:00+00,17.214075458149026,4.631733285682537,0.06561780873968195,1.5025348216797347,2018,1,12
2018-01-25 12:00:00+00,9.811454344164574,3.9425234414916863,0.09561559219584666,1.0311397993723415,2018,1,12
2018-01-26 12:00:00+00,20.598652071044476,11.328820009647462,0.08888873444735201,1.1091736558819916,2018,1,12
2018-01-27 12:00:00+00,20.58458636565373,7.96772343055545,0.09923973119002366,0.9934835712614695,2018,1,12
2018-01-28 12:00:00+00,9.21386254368425,2.677302627432296,0.06890381954024807,1.4308792054133197,2018,1,12
2018-01-29 12:00:00+00,14.254054660468793,11.277740154452722,0.08547134525384276,1.1535215955813012,2018,1,12
2018-01-31 12:00:00+00,10.0168189491412,4.239845000663537,0.07897828217702973,1.2483563814758183,2018,1,12
2018-02-04 12:00:00+00,19.21231250120745,13.46464083894028,0.09171325761490093,1.0750140723130768,2018,2,12
2018-02-06 12:00:00+00,14.335935361379462,13.679867851965366,0.10078774152619947,0.9782245445797987,2018,2,12
2018-02-08 12:00:00+00,17.365458190166542,13.028181004383667,0.07758400103124125,1.2707909007424336,2018,2,12
2018-02-09 12:00:00+00,20.649428896381252,21.780647509207924,0.0940620123911965,1.0481706700432076,2018,2,12
2018-02-10 12:00:00+00,17.50425346584295,17.4478210114287,0.1058584277664345,0.9313669646712319,2018,2,12
2018-02-11 12:00:00+00,16.297228839431558,14.3632061863268,0.09280191592097722,1.062403093462499,2018,2,12
2018-02-12 12:00:00+00,16.918792110993373,15.101369834949727,0.0739245142931493,1.3336988886084535,2018,2,12
2018-02-13 12:00:00+00,18.342995463701794,13.220037880072905,0.09531223055837085,1.0344217313570567,2018,2,12
2018-02-14 12:00:00+00,22.75423681835194,15.686165495614514,0.07714433403782185,1.278033491161585,2018,2,12
2018-02-15 12:00:00+00,18.026756625884744,5.053657780650339,0.09673781217383565,1.0191779236905163,2018,2,12
2018-02-16 12:00:00+00,21.038426072130466,5.43851628354355,0.09972674951262651,0.9886318669316497,2018,2,12
2018-02-17 12:00:00+00,19.528069788444427,10.519574587631356,0.1053180938533689,0.9361453378653146,2018,2,12
2018-02-18 12:00:00+00,23.147618665937248,13.297533167111503,0.0927148672944739,1.0634005681154592,2018,2,12
2018-02-19 12:00:00+00,25.369601086419145,15.461932795421752,0.09408249570326083,1.0479424659891947,2018,2,12
2018-02-20 12:00:00+00,28.577805088700885,10.591733879552084,0.09608249509244031,1.0261290827099907,2018,2,12
2018-02-21 12:00:00+00,7.878651658201534,9.099904374555344,0.11184223925151385,0.881536736151842,2018,2,12
2018-02-22 12:00:00+00,5.332755691339475,5.737642857684761,0.11303778661308454,0.8722131378170532,2018,2,12
2018-02-23 12:00:00+00,4.972091651365202,1.9098613548551855,0.09329478549802077,1.0567904950677505,2018,2,12
2018-02-24 12:00:00+00,6.608540341372516,3.662680650539397,0.11081213603993957,0.8897314506973989,2018,2,12
2018-02-25 12:00:00+00,14.274089183664564,8.79974188438283,0.09994532385508197,0.9864697891884388,2018,2,12
2018-02-26 12:00:00+00,13.16697467436777,7.001920852595688,0.10292761301922916,0.9578871952978604,2018,2,12
2018-02-27 12:00:00+00,10.314641956057878,6.251148941897143,0.10255506832724846,0.9613668457524412,2018,2,12
2018-03-01 12:00:00+00,8.63264384857917,2.932337131949056,0.10134427521981428,0.972852608988974,2018,3,12
2018-03-02 12:00:00+00,15.76822751199862,8.327897429702313,0.10592681464403922,0.930765669533338,2018,3,12
2018-03-03 12:00:00+00,13.586583880574416,2.4001619734718744,0.10451184026373977,0.943367204183655,2018,3,12
2018-03-04 12:00:00+00,14.774889310044053,6.66825271630295,0.09504629757317148,1.0373159720165952,2018,3,12
2018-03-05 12:00:00+00,12.592421455251888,8.471552451114718,0.08176418674937225,1.2058218453992011,2018,3,12
2018-03-07 12:00:00+00,5.435274167413322,2.4684360876261575,0.10114363103652546,0.9747825102115284,2018,3,12
2018-03-08 12:00:00+00,2.7686968704377057,6.72980202457414,0.090121746291074,1.0939983590115805,2018,3,12
2018-03-09 12:00:00+00,8.32584681131988,4.472971763209807,0.09169977561417546,1.075172124395601,2018,3,12
2018-03-10 12:00:00+00,15.220839193956685,12.008252189738364,0.09194458259019085,1.0723094257019488,2018,3,12
2018-03-11 12:00:00+00,15.70250099018179,8.351155762873669,0.09431398372377954,1.0453703540128856,2018,3,12
2018-03-12 12:00:00+00,18.157840232656827,9.946027285884577,0.09506598942130644,1.037101103705507,2018,3,12
2018-03-13 12:00:00+00,11.242206727962035,7.124005635234105,0.09330601506859193,1.056663308160941,2018,3,12
2018-03-14 12:00:00+00,11.635896891040643,6.070124004332691,0.06428228653487236,1.533751331328381,2018,3,12
2018-03-15 12:00:00+00,14.417797590427528,10.352312935851204,0.08673036974000775,1.1367764584567785,2018,3,12
2018-03-16 12:00:00+00,10.404285139754034,17.88177421125515,0.07972270190792602,1.2366997128065331,2018,3,12
2018-03-17 12:00:00+00,20.62389009216538,10.261898157486483,0.08974250455872301,1.098621473052143,2018,3,12
2018-03-18 12:00:00+00,16.953947212068996,13.736582449500993,0.10209296267694841,0.9657183019134216,2018,3,12
2018-03-19 12:00:00+00,17.582819174970208,22.054124017498665,0.09728246427301232,1.0134718861253622,2018,3,12
2018-03-22 12:00:00+00,14.181145141988237,15.416686713173199,0.06120249086345173,1.6109318618038422,2018,3,12
2018-03-24 12:00:00+00,10.463626624703375,10.211995683658763,0.09333870402030184,1.0562932449999334,2018,3,12
2018-03-25 12:00:00+00,16.727383319802342,8.503906019467202,0.08012568517372892,1.2304798684706784,2018,3,12
2018-03-27 12:00:00+00,17.449203956713923,5.898020518838463,0.0951676607065618,1.0359931285659412,2018,3,12
2018-03-28 12:00:00+00,15.784954306455457,10.844404420562674,0.0894194191088148,1.1025909532437774,2018,3,12
2018-03-29 12:00:00+00,21.37,13.36547162596225,0.10317765188294196,0.9555658687168964,2018,3,12
2018-03-30 12:00:00+00,18.055863496773227,12.349118031483679,0.08481780414631884,1.1624097504765687,2018,3,12
2018-04-01 12:00:00+00,16.40051011314096,17.922327165116975,0.09919144317658544,0.993967215278568,2018,4,12
2018-04-02 12:00:00+00,20.66011461827061,8.582221242864351,0.08847592342768518,1.1143488390293763,2018,4,12
2018-04-03 12:00:00+00,16.54751464771609,7.675492383351523,0.0984131599267732,1.001827831024363,2018,4,12
2018-04-05 12:00:00+00,9.163719603856553,6.450169465958679,0.09344427917790483,1.0550998244203433,2018,4,12
2018-04-06 12:00:00+00,4.178519558051558,4.8248195515631656,0.08589636819207758,1.1478138672082578,2018,4,12
2018-04-07 12:00:00+00,5.335820490309229,3.9044162754617364,0.09446261231536575,1.0437255559325171,2018,4,12
2018-04-08 12:00:00+00,2.677712655341288,5.935829178778735,0.09472801416901247,1.0408013238595348,2018,4,12
2018-04-09 12:00:00+00,11.23620386653197,13.604442667832787,0.10127876074867642,0.9734819208377945,2018,4,12
2018-04-11 12:00:00+00,10.015938532785242,3.8122944161173766,0.09350625856272367,1.0544004654785444,2018,4,12
2018-04-17 12:00:00+00,2.360098848505103,7.6592837446890165,0.0900278156766537,1.0951397833287697,2018,4,12
2018-04-18 12:00:00+00,2.520423230173789,10.469060897721064,0.09093459821843555,1.0842192574146632,2018,4,12
2018-04-20 12:00:00+00,3.5065417603581848,6.21348002061107,0.07245130651227094,1.3608180072914822,2018,4,12
2018-04-23 12:00:00+00,5.788886116668766,7.227067041762234,0.0912700864120656,1.0802339126596825,2018,4,12
2018-04-24 12:00:00+00,1.4191862344003294,4.068564066705109,0.06857647559797837,1.4377093849454032,2018,4,12
2018-04-26 12:00:00+00,4.721860522049512,4.7129289266903385,0.07044896017100638,1.399496065156536,2018,4,12
2018-04-27 12:00:00+00,8.686664987722606,8.101910042678712,0.08363172849186981,1.1788951912344796,2018,4,12
2018-04-28 12:00:00+00,17.257754456693252,17.42709121077658,0.09220607646257367,1.0692683859475547,2018,4,12
2018-04-29 12:00:00+00,25.661401528735958,26.583388795576635,0.07175256812340365,1.374069878364879,2018,4,12
2018-04-30 12:00:00+00,19.414436461316374,22.80206960123396,0.08237527536991687,1.196876636963556,2018,4,12
2018-05-02 12:00:00+00,7.081753847618365,19.885725695423695,0.09130140908327192,1.079863318032372,2018,5,12
2018-05-03 12:00:00+00,2.367226262534649,1.680113129918122,0.08291116036564242,1.1891407877889133,2018,5,12
2018-05-06 12:00:00+00,6.5834687463359085,8.097433554420347,0.0965364602326263,1.0213036848058326,2018,5,12
2018-05-10 12:00:00+00,10.230000000000002,10.230000000000002,0.0930189149594814,1.059924667973601,2018,5,12
2018-05-11 12:00:00+00,18.789999999999996,18.225880464086416,0.09465531071135884,1.0416007492103831,2018,5,12
2018-05-12 12:00:00+00,3.8600000000000003,3.8600000000000003,0.07683713508010996,1.2831431371159325,2018,5,12
2018-05-13 12:00:00+00,6.71,9.653623848875933,0.10052077382397234,0.9808225583932019,2018,5,12
2018-05-14 12:00:00+00,9.729556113301593,11.567916832627922,0.11600254713778846,0.8499213593696663,2018,5,12
2018-05-19 12:00:00+00,14.145811189186903,15.988017904588348,0.08409479743455607,1.1724035916778281,2018,5,12
2018-05-20 12:00:00+00,8.519999999999998,8.519999999999998,0.07433797967848778,1.3262808994824513,2018,5,12
2018-05-21 12:00:00+00,19.79647372196558,23.04820893414064,0.08985041893633636,1.0973019794548895,2018,5,12
2018-05-23 12:00:00+00,10.607939933429337,10.458954371832002,0.06401393130891508,1.5401810283750232,2018,5,12
2018-05-24 12:00:00+00,3.940103233709814,6.5822106164108725,0.09047329402699934,1.0897474620993737,2018,5,12
2018-05-26 12:00:00+00,6.916174316310095,5.249351352127495,0.08394657002719627,1.1744737458808816,2018,5,12
2018-05-28 12:00:00+00,9.928011696842795,9.309267269305552,0.07173092312052338,1.374484507721104,2018,5,12
2018-06-03 12:00:00+00,8.175958288551369,18.49492882226895,0.08574066200595575,1.1498983125048001,2018,6,12
2018-06-05 12:00:00+00,9.684146186240493,13.222924140739226,0.08198208625474666,1.2026169015427381,2018,6,12
2018-06-08 12:00:00+00,25.85731750126578,20.63114145409976,0.09021644409096634,1.0928500180552492,2018,6,12
2018-06-09 12:00:00+00,18.09952485168247,20.27065122447209,0.07814539404321082,1.2616615958091595,2018,6,12
2018-06-10 12:00:00+00,8.01,8.01,0.06086547165509,1.6198517792221512,2018,6,12
2018-06-11 12:00:00+00,6.35991491790234,11.158338540802125,0.06966876648128016,1.4151684827114697,2018,6,12
2018-06-12 12:00:00+00,3.2542371201918865,14.736018621492219,0.08009390870268523,1.2309680492642445,2018,6,12
2018-06-14 12:00:00+00,6.169535999603911,20.168403283223817,0.08303204601327711,1.1874095278578054,2018,6,12
2018-06-15 12:00:00+00,11.340000000000002,11.340000000000002,0.06525395449893275,1.5109129141791013,2018,6,12
2018-06-23 12:00:00+00,11.024923027744146,13.688221229611218,0.09526586226013388,1.0349252105069269,2018,6,12
2018-06-24 12:00:00+00,18.916187829201384,16.873102966516868,0.08183371638038157,1.2047973245576462,2018,6,12
2018-06-26 12:00:00+00,14.030902232254228,16.215027742092367,0.06729435103188236,1.4651013204211163,2018,6,12
2018-06-27 12:00:00+00,9.812266368884243,11.530661320838037,0.05624349005947653,1.7529680759396775,2018,6,12
2018-06-28 12:00:00+00,7.939015131089743,8.211274105866583,0.0817382813696845,1.2062040074928664,2018,6,12
2018-06-30 12:00:00+00,11.404825454527225,12.919449656751615,0.05964277048131298,1.6530594028086558,2018,6,12
